ID;Coordenacao;Associacao;Municipio;Interessado;Valor;Objeto;Modalidade;Status;Observacoes;Numero Emenda;SGPE;Data da publicacao;Data do PGTO/Troca;Observacoes da publicacao;Forma de transferencia
31;AMUREL;AMUREL;TUBARÃO;PROF MAURICIO;R$ 300.000,00;CUSTEIO PARA MANUTENÇÃO DAS DEMANDAS DA EDUCAÇÃO;IMPOSITIVA 2023;PAGO;;;;;;;
30;AMUREL;AMUREL;TREZE DE MAIO;XELA;R$ 150.000,00;CUSTEIO E MANUTENÇÃO DA UNIDADE HOSPITALAR SÃO SEBASTIÃO;IMPOSITIVA 2023;PAGO;;;;;;;
29;AMUREL;AMUREL;SÃO MARTINHO;OSÓRIO;R$ 100.000,00;MELHORIA DA INFRAESTRUTURA DO MUNICÍPIO;IMPOSITIVA 2023;PAGO;;;;;;;
28;SERRA;AMURES;SÃO JOAQUIM;DALTO;R$ 150.000,00;PAVIMENTAÇÃO DA RUA ANTONIO AGUIAR NUNES;IMPOSITIVA 2023;PAGO;;;;;;;
27;AMUREL;AMUREL;SANTA ROSA DE LIMA;CELSO HEIDEMANN;R$ 100.000,00;INVESTIMENTO NA EDUCAÇÃO BÁSICA DO MUNICÍPIO;IMPOSITIVA 2023;PAGO;;;;;;;
26;AMUREL;AMUREL;SANGÃO;CASTILHO;R$ 200.000,00;INVESTIMENTO NA EDUCAÇÃO BÁSICA DO MUNICÍPIO;IMPOSITIVA 2023;PAGO;;;;;;;
25;AMUREL;AMUREL;RIO FORTUNA;EDEVAN;R$ 150.000,00;INVESTIMENTO NA EDUCAÇÃO BÁSICA DO MUNICÍPIO;IMPOSITIVA 2023;PAGO;;;;;;;
24;AMUREL;AMUREL;PESCARIA BRAVA;HENRIQUE CASTRO;R$ 250.000,00;PAVIMENTAÇÃO DE RUAS DO MUNICÍPIO;IMPOSITIVA 2023;PAGO;;;;;;;
23;AMUREL;AMUREL;PEDRAS GRANDES;AGNALDO;R$ 300.000,00;PAVIMENTAÇÃO RUAS DO MUNICÍPIO (TROCA OBJETO -> CENTRO EDUCACIONAL TORRE DE PISA);IMPOSITIVA 2023;PUBLICADO;;;;;;;
22;AMREC;AMREC;MORRO DA FUMAÇA;EDUARDO GUOLLO;R$ 300.000,00;PAVIMENTAÇÃO DE RUAS DO MUNICÍPIO;IMPOSITIVA 2023;PAGO;;;;;;;
21;AMUREL;AMUREL;LAGUNA;DELEGADA VIVIAN;R$ 150.000,00;COMPRA DE VIATURA;IMPOSITIVA 2023;PRONTO;;;;;;;
20;AMUREL;AMUREL;LAGUNA;MICHEL;R$ 100.000,00;PROJETOS, PROGRAMAS E SERVIÇOES DESENVOLVIDOS PELA ASSOCIAÇÃO SÃO JUDAS TADEU;IMPOSITIVA 2023;PAGO;;;;;;;
19;AMUREL;AMUREL;LAGUNA;VILSINHO;R$ 100.000,00;AQUISIÇÃO DE UM VEÍCULO PARA SECRETÁRIA DE SAÚDE;IMPOSITIVA 2023;PRONTO;;;;;;;
18;SERRA;AMURES;LAGES;KATSUMI;R$ 150.000,00;REALIZAÇÃO DE CASTRAÇÃO DE CÃES E GATOS DO MUNICÍPIO;IMPOSITIVA 2023;PAGO;;;;;;;
17;AMUREL;AMUREL;JAGUARUNA;SERGINHO;R$ 100.000,00;CUSTEIO E MANUTENÇÃO DAS ATIVIDADES HOSPITALARES;IMPOSITIVA 2023;PAGO;;;;;;;
16;AMUREL;AMUREL;JAGUARUNA;ARMANDINHO;R$ 200.000,00;PAVIMENTAÇÕES DE RUAS DO MUNICÍPIO;IMPOSITIVA 2023;PAGO;;;;;;;
15;AMUREL;AMUREL;JAGUARUNA;SERGINHO;R$ 100.000,00;PAVIMENTAÇÃO DA RUA 1º DE MAIO;IMPOSITIVA 2023;PAGO;;;;;;;
14;AMUREL;AMUREL;IMBITUBA;ROEL;R$ 100.000,00;CONSTRUÇÃO SEDE AMAI (SOLICITAR TROCA COMPRA DE MOBILIÁRIO A SEDE DA AMAI EM 2026);IMPOSITIVA 2023;SOLICITADO TROCA;;;;;;;
13;AMUREL;AMUREL;IMBITUBA;EDUARDO FAUSTINA;R$ 200.000,00;REFORMA DA ESCOLA BÁSICA BASILEU JOSÉ DA SILVA;IMPOSITIVA 2023;PAGO;;;;;;;
12;AMREC;AMREC;IÇARA;RODRIGO;R$ 100.000,00;COMPRA DE 1 VEÍCULO;IMPOSITIVA 2023;PAGO;;;;;;;
11;AMREC;AMREC;IÇARA;BERTAN;R$ 300.000,00;CONSTRUÇÃO DE NOVO CENTRO COMUNITÁRIO NO BAIRRO PRESIDENTE VARGAS;IMPOSITIVA 2023;PAGO;;;;;;;
10;AMREC;AMREC;IÇARA;DUCA ZATA;R$ 300.000,00;PAVIMENTAÇÃO DA RUA 17 DE DEZEMBRO;IMPOSITIVA 2023;PAGO;;;;;;;
9;AMUREL;AMUREL;GRAVATAL;CLEI;R$ 400.000,00;RUA COBERTA TERMAS (TROCA OBJETO -> CAMINHÃO SECRETARIA DE INFRAESTRUTURA);IMPOSITIVA 2023;PAGO;;;;;;;
8;AMUREL;AMUREL;GRÃO-PARÁ;HELINHO;R$ 200.000,00;INTUITO DE DIMINUIR AS FILAS DO SUS DE CIRURGIAS ELETIVAS;IMPOSITIVA 2023;PAGO;;;;;;;
7;LITORAL NORTE;AMVE;GASPAR;MARA;R$ 150.000,00;CONSULTAS MÉDICAS (TROCA OBJETO -> APOIO FINANCEIRO SAÚDE NEURO TEA;IMPOSITIVA 2023;PAGO;;;;;;;
6;AMUREL;AMUREL;GAROPABA;JUNIOR;R$ 800.000,00;MELHORIA DA INFRAESTRUTURA DA REDE MUNICIPAL;IMPOSITIVA 2023;PAGO;;;;;;;
5;AMREC;AMREC;CRICIÚMA;MIRI;R$ 300.000,00;PAVIMENTAÇÃO PARA O MUNICÍPIO;IMPOSITIVA 2023;PAGO;;;;;;;
4;AMUREL;AMUREL;CAPIVARI DE BAIXO;TEMICA;R$ 100.000,00;APAE - SOLICITAÇÃO DE EDIFICAÇÃO DE DUAS SALAS DE AULA E BANHEIRO;IMPOSITIVA 2023;PRONTO;SALAS ENTREGUES E FEITO VÍDEO;;;;;;
3;AMUREL;AMUREL;BRAÇO DO NORTE;ARLETE;R$ 100.000,00;CONSTRUÇÃO DE PONTOS DE PASSAGEIROS;IMPOSITIVA 2023;PAGO;;;;;;;
2;AMUREL;AMUREL;BRAÇO DO NORTE;ARLETE;R$ 150.000,00;PAVIMENTAÇÃO DA RUA SANTA DELLA GIUSTINA;IMPOSITIVA 2023;PAGO;;;;;;;
1;AMUREL;AMUREL;BRAÇO DO NORTE;TIMECA;R$ 300.000,00;APOIO FINANCEIRO PARA INFRAESTRUTURA;IMPOSITIVA 2023;PAGO;;;;;;;
